job_title,experience_level,salary_in_usd,employee_residence,employment_type
Data Scientist,SE,216100,US,FT
Data Scientist,SE,140800,US,FT
Machine Learning Engineer,MI,147648,GB,FT
Machine Learning Engineer,MI,123040,GB,FT
Computer Vision Software Engineer,SE,53984,NL,FT
Data Scientist,EN,110000,US,FT
Data Engineer,SE,128000,US,FT
Data Engineer,SE,81500,US,FT
Data Engineer,MI,67672,GB,FT
Data Engineer,MI,63980,GB,FT
Data Analyst,MI,61520,GB,FT
Data Analyst,MI,55368,GB,FT
Data Engineer,EX,284000,US,FT
Data Engineer,EX,236000,US,FT
Research Scientist,SE,248100,CA,FT
Research Scientist,SE,145900,CA,FT
Research Engineer,SE,155850,US,FT
Research Engineer,SE,102544,US,FT
Data Scientist,MI,151410,US,FT
Data Scientist,MI,115360,US,FT
Data Engineer,MI,66940,ES,FT
Data Engineer,MI,59382,ES,FT
Director of Data Science,SE,125948,CA,FT
Azure Data Engineer,SE,100000,NL,FT
Data Scientist,SE,250000,US,FT
Data Scientist,SE,162500,US,FT
Data Scientist,SE,185000,GB,FT
Data Scientist,SE,120250,GB,FT
Data Engineer,EN,26992,DE,FT
Data Scientist,EN,180000,US,FT
Research Scientist,MI,85000,US,FT
Research Scientist,MI,70000,US,FT
BI Developer,SE,135000,US,FT
BI Developer,SE,100000,US,FT
Data Analytics Manager,EX,155000,US,FT
Data Analytics Manager,EX,140000,US,FT
Machine Learning Engineer,SE,204500,US,FT
Machine Learning Engineer,SE,142200,US,FT
Data Engineer,SE,226700,US,FT
Data Engineer,SE,133300,US,FT
Data Scientist,SE,225000,US,FT
Data Scientist,SE,156400,US,FT
Data Engineer,SE,163800,US,FT
Data Engineer,SE,126000,US,FT
Machine Learning Engineer,SE,163800,US,FT
Machine Learning Engineer,SE,126000,US,FT
ML Engineer,SE,220000,US,FT
ML Engineer,SE,150000,US,FT
Data Engineer,SE,145000,US,FT
Data Engineer,SE,115000,US,FT
Data Analytics Manager,SE,204500,US,FT
Data Analytics Manager,SE,138900,US,FT
Data Engineer,MI,162500,US,FT
Data Engineer,MI,130000,US,FT
Data Engineer,SE,150000,US,FT
Data Engineer,SE,107000,US,FT
Data Engineer,EX,175000,US,FT
Data Engineer,EX,110000,US,FT
Data Engineer,SE,226700,US,FT
Data Engineer,SE,133300,US,FT
Data Engineer,SE,252000,US,FT
Data Engineer,SE,129000,US,FT
Machine Learning Engineer,SE,150000,US,FT
Machine Learning Engineer,SE,125000,US,FT
Data Engineer,SE,252000,US,FT
Data Engineer,SE,129000,US,FT
Data Scientist,SE,225000,US,FT
Data Scientist,SE,156400,US,FT
Research Scientist,MI,23000,IN,FT
Machine Learning Engineer,MI,110000,US,FT
Data Engineer,SE,265000,US,FT
Data Engineer,SE,182750,US,FT
Data Analyst,MI,130000,US,FT
Data Analyst,MI,100000,US,FT
Data Analyst,SE,153600,US,FT
Data Analyst,SE,106800,US,FT
Data Engineer,SE,137500,US,FT
Data Engineer,SE,81500,US,FT
Head of Data Science,EX,314100,US,FT
Head of Data Science,EX,195800,US,FT
Applied Scientist,SE,205000,US,FT
Applied Scientist,SE,180000,US,FT
Data Scientist,SE,165000,US,FT
Data Scientist,SE,144000,US,FT
BI Developer,EN,160000,US,FT
BI Developer,EN,100000,US,FT
Data Engineer,EX,200000,US,FT
Data Engineer,EX,145000,US,FT
Data Analyst,MI,150000,US,FT
Data Analyst,MI,100000,US,FT
Data Manager,SE,199000,US,FT
Data Manager,SE,112000,US,FT
Data Scientist,SE,105000,US,FT
Data Scientist,SE,70000,US,FT
Big Data Engineer,EN,130000,SE,FT
Data Analyst,SE,180180,US,FT
Data Analyst,SE,106020,US,FT
Data Engineer,EN,160000,US,FT
Data Engineer,EN,135000,US,FT
Data Scientist,SE,183000,US,FT
Data Scientist,SE,134000,US,FT
Machine Learning Engineer,SE,220000,US,FT
Machine Learning Engineer,SE,150000,US,FT
Applied Scientist,SE,350000,US,FT
Applied Scientist,SE,262500,US,FT
Data Analyst,SE,122000,US,FT
Data Analyst,SE,94000,US,FT
Machine Learning Engineer,SE,276000,US,FT
Machine Learning Engineer,SE,184000,US,FT
Data Engineer,EX,310000,US,FT
Data Engineer,EX,239000,US,FT
Data Scientist,SE,225000,US,FT
Data Scientist,SE,156400,US,FT
Machine Learning Engineer,MI,180000,US,FT
Machine Learning Engineer,MI,150000,US,FT
Data Scientist,SE,228000,US,FT
Data Scientist,SE,152000,US,FT
Data Scientist,SE,209450,US,FT
Data Scientist,SE,158677,US,FT
Data Analyst,SE,175000,US,FT
Data Analyst,SE,145000,US,FT
Data Engineer,SE,240000,US,FT
Data Engineer,SE,170000,US,FT
Data Analyst,MI,103200,US,FT
Data Analyst,MI,61200,US,FT
Data Scientist,MI,155000,US,FT
Marketing Data Engineer,EN,66970,SG,FT
Data Scientist,SE,63701,CY,FT
Data Scientist,SE,237000,US,FT
Data Scientist,SE,145000,US,FT
Data Scientist,SE,240000,US,FT
Data Scientist,SE,139000,US,FT
Data Architect,SE,174500,US,FT
Data Architect,SE,113000,US,FT
Data Analyst,SE,130000,US,FT
Data Analyst,SE,87000,US,FT
Data Analyst,SE,160000,US,FT
Data Analyst,SE,108000,US,FT
Data Engineer,SE,165000,US,FT
Data Engineer,SE,107250,US,FT
Data Engineer,SE,300000,US,FT
Data Engineer,SE,119000,US,FT
Data Scientist,SE,285800,US,FT
Data Scientist,SE,154600,US,FT
Head of Data Science,MI,60805,IN,FT
Data Analyst,EN,30000,AR,FT
Data Science Manager,MI,220000,US,FT
Data Science Manager,MI,195000,US,FT
Data Manager,SE,168400,US,FT
Data Manager,SE,105200,US,FT
Data Analyst,MI,206000,US,FT
Data Analyst,MI,160000,US,FT
Analytics Engineer,SE,200000,US,FT
Analytics Engineer,SE,175000,US,FT
Analytics Engineer,SE,231250,US,FT
Analytics Engineer,SE,138750,US,FT
Data Engineer,SE,153000,CA,FT
Data Engineer,SE,94000,CA,FT
Data Engineer,SE,240500,US,FT
Data Engineer,SE,123700,US,FT
Data Engineer,SE,160000,US,FT
Data Engineer,SE,90000,US,FT
Data Scientist,EN,124234,US,FT
Data Scientist,EN,74540,US,FT
Data Analyst,MI,109000,US,FT
Data Analyst,MI,79000,US,FT
Machine Learning Engineer,SE,84053,FR,FT
Machine Learning Engineer,MI,50000,AM,FT
Data Scientist,SE,275300,US,FT
Data Scientist,SE,183500,US,FT
Data Scientist,SE,275300,US,FT
Data Scientist,SE,183500,US,FT
Data Analyst,SE,160000,US,FT
Data Analyst,SE,125600,US,FT
Data Engineer,SE,170000,US,FT
Data Engineer,SE,120000,US,FT
Data Engineer,SE,225000,US,FT
Data Engineer,SE,140000,US,FT
Data Analyst,SE,141290,US,FT
Data Analyst,SE,74178,US,FT
Data Scientist,SE,150000,US,FT
Data Scientist,SE,120000,US,FT
Data Engineer,SE,85000,US,FT
Data Engineer,SE,75000,US,FT
Data Engineer,SE,220000,US,FT
Data Engineer,SE,160000,US,FT
Data Engineer,SE,205600,US,FT
Data Engineer,SE,107500,US,FT
Data Engineer,MI,120000,US,FT
Data Engineer,MI,95000,US,FT
Data Engineer,SE,185900,US,FT
Data Engineer,SE,129300,US,FT
Data Engineer,SE,160000,US,FT
Data Engineer,SE,130000,US,FT
Data Engineer,MI,250000,US,FT
Data Engineer,MI,175000,US,FT
Data Scientist,SE,136000,US,FT
Data Scientist,SE,104000,US,FT
Data Analyst,MI,80000,US,FT
Data Analyst,MI,52500,US,FT
Data Scientist,SE,110000,US,FT
Data Scientist,SE,84000,US,FT
BI Analyst,SE,125000,US,FT
BI Analyst,SE,110000,US,FT
Data Analyst,MI,90000,US,FT
Data Analyst,MI,80000,US,FT
ML Engineer,SE,200000,US,FT
ML Engineer,SE,135000,US,FT
Business Data Analyst,EN,48000,US,FT
AI Developer,EN,120000,BA,FT
Data Engineer,SE,130000,US,FT
Data Engineer,SE,75000,US,FT
Data Engineer,SE,252000,US,FT
Data Engineer,SE,129000,US,FT
Data Analyst,MI,150000,US,FT
Data Analyst,MI,100000,US,FT
Data Engineer,SE,226700,US,FT
Data Engineer,SE,133300,US,FT
Data Scientist,SE,190000,US,FT
Data Scientist,SE,165000,US,FT
Data Engineer,SE,170000,US,FT
Data Engineer,SE,150000,US,FT
Data Engineer,MI,150000,US,FT
Data Engineer,MI,130000,US,FT
Data Scientist,SE,225000,US,FT
Data Scientist,SE,156400,US,FT
Computer Vision Engineer,SE,200000,US,FT
Applied Data Scientist,MI,80000,KE,FT
Data Analytics Lead,MI,17511,IN,FT
Data Scientist,SE,257000,US,FT
Data Scientist,SE,134000,US,FT
Data Scientist,SE,77737,LV,FT
Data Scientist,SE,38868,LV,FT
Data Engineer,SE,205600,US,FT
Data Engineer,SE,105700,US,FT
BI Developer,SE,140000,US,FT
BI Developer,SE,110000,US,FT
Data Science Manager,SE,299500,US,FT
Data Science Manager,SE,245100,US,FT
Research Scientist,SE,210000,US,FT
Research Scientist,SE,151800,US,FT
Data Scientist,MI,53984,RO,FT
Data Analyst,SE,51824,ES,FT
Data Analyst,SE,41027,ES,FT
Data Analyst,SE,51824,ES,FT
Data Analyst,SE,41027,ES,FT
Data Engineer,EN,160000,US,FT
Data Engineer,EN,135000,US,FT
Data Engineer,MI,120000,US,FT
Data Engineer,MI,95000,US,FT
Data Engineer,SE,250000,US,FT
Data Engineer,SE,63000,US,FT
Data Scientist,SE,237000,US,FT
Data Scientist,SE,145000,US,FT
Data Scientist,SE,130000,US,FT
Data Scientist,SE,90000,US,FT
Data Analyst,MI,120000,US,FT
Data Analyst,MI,100000,US,FT
Data Architect,SE,174500,US,FT
Data Architect,SE,113000,US,FT
Data Scientist,MI,183310,US,FT
Data Scientist,MI,183310,US,FT
Data Analyst,SE,145000,US,FT
Data Analyst,SE,102500,US,FT
Data Scientist,SE,210000,US,FT
Data Scientist,SE,185000,US,FT
Data Architect,SE,174500,US,FT
Data Architect,SE,113000,US,FT
Data Science Consultant,SE,122000,US,FT
Data Science Consultant,SE,94000,US,FT
Data Scientist,SE,220000,US,FT
Data Scientist,SE,146000,US,FT
Data Engineer,SE,300000,US,FT
Data Engineer,SE,130000,US,FT
Data Scientist,MI,24613,TH,FT
Computer Vision Engineer,MI,15897,IN,FT
Data Science Consultant,SE,145000,US,FT
Data Science Consultant,SE,128000,US,FT
Data Scientist,SE,182000,US,FT
Data Scientist,SE,140000,US,FT
Data Engineer,SE,122000,US,FT
Data Engineer,SE,94000,US,FT
Machine Learning Engineer,SE,77737,LV,FT
Machine Learning Engineer,SE,38868,LV,FT
Data Scientist,EX,300000,US,FT
Data Scientist,EX,200000,US,FT
Data Analyst,MI,135000,US,FT
Data Analyst,MI,105500,US,FT
Data Engineer,SE,252000,US,FT
Data Engineer,SE,129000,US,FT
Data Scientist,MI,110000,US,FT
Data Scientist,SE,136000,US,FT
Data Scientist,SE,104000,US,FT
Data Scientist,SE,168000,US,FT
Data Scientist,SE,130000,US,FT
Data Analyst,MI,79976,GB,FT
Data Analyst,MI,44356,GB,FT
Data Engineer,MI,120000,US,FT
Data Engineer,MI,95000,US,FT
Data Scientist,SE,153400,US,FT
Data Scientist,SE,122700,US,FT
Data Scientist,SE,185000,US,FT
Data Scientist,SE,160000,US,FT
Data Scientist,SE,205000,US,FT
Data Scientist,SE,185000,US,FT
Machine Learning Engineer,SE,204500,US,FT
Machine Learning Engineer,SE,142200,US,FT
Machine Learning Engineer,MI,145000,US,FT
Machine Learning Engineer,MI,87000,US,FT
Data Scientist,EN,50000,IN,FT
ML Engineer,SE,234100,US,FT
ML Engineer,SE,203500,US,FT
Data Scientist,SE,223800,US,FT
Data Scientist,SE,172100,US,FT
Data Scientist,SE,180000,US,FT
Data Scientist,SE,150000,US,FT
Data Engineer,SE,232200,US,FT
Data Engineer,SE,167200,US,FT
BI Developer,SE,197000,US,FT
BI Developer,SE,106000,US,FT
Research Scientist,SE,180000,US,FT
Research Scientist,SE,145000,US,FT
Data Lead,SE,225000,US,FT
Data Lead,SE,200000,US,FT
Data Engineer,SE,170000,US,FT
Data Engineer,SE,114000,US,FT
Data Engineer,SE,291500,US,FT
Data Engineer,SE,180000,US,FT
Data Engineer,EX,196200,US,FT
Data Engineer,EX,150900,US,FT
Data Scientist,SE,168400,US,FT
Data Scientist,SE,105200,US,FT
Data Engineer,MI,95000,ES,FT
Data Engineer,MI,80000,ES,FT
Data Analyst,MI,116000,US,FT
Data Analyst,MI,72000,US,FT
Analytics Engineer,SE,207000,US,FT
Analytics Engineer,SE,167000,US,FT
Machine Learning Engineer,SE,145000,US,FT
Machine Learning Engineer,SE,135000,US,FT
Data Engineer,MI,105000,US,FT
Data Engineer,MI,70000,US,FT
Data Architect,SE,180000,US,FT
Data Architect,SE,115000,US,FT
Data Engineer,SE,133800,US,FT
Data Engineer,SE,96100,US,FT
Data Analyst,MI,120000,US,FT
Data Analyst,MI,80000,US,FT
Data Science Engineer,SE,140000,US,FT
Data Science Engineer,SE,100000,US,FT
Research Scientist,SE,150000,US,FT
Research Scientist,SE,120000,US,FT
Cloud Database Engineer,SE,140000,US,FT
Cloud Database Engineer,SE,115000,US,FT
Data Science Manager,SE,297300,US,FT
Data Science Manager,SE,198200,US,FT
Data Scientist,SE,297300,US,FT
Data Scientist,SE,198200,US,FT
Data Engineer,SE,202000,US,FT
Data Engineer,SE,135000,US,FT
Data Scientist,SE,110000,US,FT
Data Scientist,SE,84000,US,FT
Machine Learning Engineer,MI,219000,US,FT
Applied Scientist,SE,230000,US,FT
Applied Scientist,SE,196000,US,FT
BI Developer,SE,140000,US,FT
BI Developer,SE,110000,US,FT
Data Analyst,MI,150000,US,FT
Data Analyst,MI,100000,US,FT
Data Engineer,SE,160000,US,FT
Data Engineer,SE,110000,US,FT
Data Scientist,SE,185900,US,FT
Data Scientist,SE,129300,US,FT
Applied Scientist,SE,126100,US,FT
Applied Scientist,SE,72000,US,FT
Data Engineer,SE,170000,US,FT
Data Engineer,SE,150000,US,FT
Machine Learning Engineer,MI,175000,US,FT
Machine Learning Engineer,MI,140000,US,FT
Data Analyst,SE,240500,US,FT
Data Analyst,SE,137500,US,FT
Data Scientist,MI,187500,US,FT
Data Scientist,MI,165000,US,FT
Machine Learning Research Engineer,MI,73824,GB,FT
Data Analyst,EN,25216,ES,PT
Research Scientist,SE,210000,US,FT
Research Scientist,SE,165750,US,FT
Machine Learning Scientist,SE,225000,US,FT
Machine Learning Scientist,SE,165750,US,FT
Machine Learning Engineer,MI,110367,GB,FT
Machine Learning Engineer,MI,67979,GB,FT
Data Scientist,SE,135000,US,FT
Data Scientist,SE,115000,US,FT
NLP Engineer,SE,275000,US,FT
NLP Engineer,SE,175000,US,FT
Data Scientist,SE,170000,US,FT
Data Scientist,SE,140000,US,FT
Data Engineer,SE,175308,US,FT
Data Engineer,SE,100706,US,FT
NLP Engineer,SE,235000,US,FT
NLP Engineer,SE,135000,US,FT
Data Engineer,SE,310000,US,FT
Data Engineer,SE,229000,US,FT
ML Engineer,SE,289076,US,FT
ML Engineer,SE,202353,US,FT
Data Engineer,SE,70179,PT,FT
Data Engineer,SE,37788,PT,FT
Research Engineer,MI,120000,US,FT
Research Engineer,MI,100000,US,FT
Data Engineer,SE,226700,US,FT
Data Engineer,SE,133300,US,FT
Data Analyst,SE,125000,US,FT
Data Analyst,SE,85000,US,FT
Data Analyst,SE,130000,US,FT
Data Analyst,SE,80000,US,FT
Data Engineer,MI,120000,US,FT
Data Engineer,MI,100000,US,FT
Data Scientist,SE,54094,IN,FT
Business Data Analyst,MI,18314,IN,FT
Data Engineer,SE,231250,US,FT
Data Engineer,SE,138750,US,FT
Data Engineer,SE,199000,US,FT
Data Engineer,SE,162000,US,FT
Data Engineer,EN,160000,US,FT
Data Engineer,EN,135000,US,FT
Data Scientist,EN,100000,US,FT
Research Scientist,SE,200000,US,FT
Research Scientist,SE,150000,US,FT
Research Engineer,EN,160000,US,FT
Research Engineer,EN,120000,US,FT
Research Scientist,SE,250000,US,FT
Research Scientist,SE,200000,US,FT
Deep Learning Engineer,EN,150000,US,FT
Deep Learning Engineer,EN,120000,US,FT
Research Engineer,SE,150000,US,FT
Research Engineer,SE,100000,US,FT
Data Analytics Manager,SE,133000,NL,FT
Data Scientist,SE,272550,US,FT
Data Scientist,SE,198200,US,FT
Data Scientist,SE,182000,US,FT
Data Scientist,SE,140000,US,FT
Data Engineer,SE,200000,US,FT
Data Engineer,SE,160000,US,FT
Machine Learning Engineer,SE,204500,US,FT
Machine Learning Engineer,SE,142200,US,FT
Data Scientist,MI,120000,US,FT
Data Scientist,MI,105000,US,FT
Data Engineer,SE,187500,US,FT
Data Engineer,SE,175000,US,FT
Machine Learning Engineer,SE,204500,US,FT
Machine Learning Engineer,SE,142200,US,FT
Data Analyst,SE,155000,US,FT
Data Analyst,SE,64000,US,FT
Computer Vision Engineer,SE,235000,US,FT
Computer Vision Engineer,SE,185000,US,FT
Data Architect,SE,174500,US,FT
Data Architect,SE,113000,US,FT
Data Scientist,SE,143100,CA,FT
Data Scientist,SE,113000,CA,FT
Applied Scientist,SE,184000,US,FT
Applied Scientist,SE,142000,US,FT
Data Scientist,SE,140000,US,FT
Data Scientist,SE,120000,US,FT
Data Architect,SE,174500,US,FT
Data Architect,SE,113000,US,FT
Data Scientist,SE,180560,US,FT
Data Scientist,SE,115440,US,FT
Data Scientist,SE,140000,US,FT
Data Scientist,SE,120000,US,FT
Research Scientist,SE,248100,US,FT
Research Scientist,SE,145900,US,FT
Data Scientist,SE,120000,CA,FT
Data Scientist,SE,110000,CA,FT
Data Engineer,SE,291500,US,FT
Data Engineer,SE,180000,US,FT
Machine Learning Engineer,MI,76284,GB,FT
Machine Learning Engineer,MI,63980,GB,FT
Data Engineer,SE,161800,US,FT
Data Engineer,SE,141600,US,FT
Machine Learning Engineer,MI,59059,GB,FT
Machine Learning Engineer,MI,46755,GB,FT
Data Engineer,SE,166000,US,FT
Data Engineer,SE,128000,US,FT
Data Architect,SE,170000,US,FT
Data Architect,SE,110000,US,FT
Data Engineer,SE,160000,US,FT
Data Engineer,SE,75000,US,FT
Data Engineer,SE,236000,US,FT
Data Engineer,SE,182000,US,FT
Data Scientist,EN,130000,US,FT
Data Analyst,MI,150000,US,FT
Data Analyst,MI,100000,US,FT
Machine Learning Engineer,SE,261500,US,FT
Machine Learning Engineer,SE,134500,US,FT
Data Scientist,MI,130000,US,FT
Data Scientist,MI,90000,US,FT
Data Engineer,EN,160000,US,FT
Data Engineer,EN,135000,US,FT
Manager Data Management,SE,125000,US,FT
Data Engineer,SE,175000,US,FT
Data Engineer,SE,155000,US,FT
Data Engineer,SE,153600,US,FT
Data Engineer,SE,106800,US,FT
Data Scientist,SE,150000,US,FT
Data Scientist,SE,140000,US,FT
Data Science Consultant,SE,122000,US,FT
Data Science Consultant,SE,94500,US,FT
Data Engineer,SE,170000,US,FT
Data Engineer,SE,130000,US,FT
Data Science Consultant,SE,145000,US,FT
Data Science Consultant,SE,128000,US,FT
Data Engineer,SE,145000,US,FT
Data Engineer,SE,100000,US,FT
Data Engineer,SE,175000,US,FT
Data Engineer,SE,120000,US,FT
Data Engineer,SE,145000,US,FT
Data Engineer,SE,115000,US,FT
Applied Machine Learning Scientist,SE,150000,US,FT
Data Analyst,MI,150000,US,FT
Data Analyst,MI,100000,US,FT
Data Scientist,MI,150000,US,FT
Data Scientist,MI,127500,US,FT
Data Scientist,SE,126500,US,FT
Data Scientist,SE,51000,US,FT
Data Engineer,MI,260000,US,FT
Data Engineer,MI,175000,US,FT
Applied Data Scientist,EN,40000,AU,FT
AI Programmer,EN,40000,PK,FT
Data Engineer,SE,250000,US,FT
Data Engineer,SE,63000,US,FT
Machine Learning Engineer,SE,210000,US,FT
Machine Learning Engineer,SE,160000,US,FT
Data Scientist,SE,272550,US,FT
Data Scientist,SE,198200,US,FT
Data Scientist,MI,94560,FR,FT
Data Scientist,MI,52533,FR,FT
Data Scientist,SE,220000,US,FT
Data Scientist,SE,146000,US,FT
Data Analyst,MI,150000,US,FT
Data Analyst,MI,100000,US,FT
Machine Learning Software Engineer,SE,248400,CA,FT
Machine Learning Software Engineer,SE,183600,CA,FT
Data Engineer,MI,150000,US,FT
Data Engineer,MI,150000,US,FT
Machine Learning Developer,EN,40000,PK,FT
Lead Data Scientist,SE,56723,IN,FT
Data Engineer,MI,120000,US,FT
Data Engineer,MI,95000,US,FT
Data Engineer,EN,160000,US,FT
Data Engineer,EN,135000,US,FT
Data Science Consultant,EN,24165,IT,FT
Data Engineer,SE,216000,US,FT
Data Engineer,SE,144000,US,FT
Data Engineer,EN,85000,US,FT
Data Engineer,EN,65000,US,FT
Data Analyst,SE,149000,US,FT
Data Analyst,SE,119000,US,FT
Data Scientist,SE,140000,US,FT
Data Scientist,SE,120000,US,FT
Data Scientist,MI,150000,US,FT
Data Scientist,MI,110000,US,FT
Machine Learning Engineer,SE,246000,US,FT
Machine Learning Engineer,SE,201000,US,FT
Data Scientist,SE,190000,US,FT
Data Scientist,SE,155000,US,FT
ML Engineer,SE,235000,US,FT
ML Engineer,SE,185000,US,FT
Cloud Database Engineer,SE,190000,US,FT
Cloud Database Engineer,SE,160000,US,FT
Product Data Analyst,EN,100000,US,FT
Data Engineer,MI,130000,US,FT
Data Engineer,MI,115000,US,FT
Data Scientist,MI,92350,GB,FT
Data Scientist,MI,67723,GB,FT
Data Engineer,MI,105000,US,FT
Data Engineer,MI,70000,US,FT
Machine Learning Engineer,SE,204500,US,FT
Machine Learning Engineer,SE,142200,US,FT
Machine Learning Engineer,SE,192000,US,FT
Machine Learning Engineer,SE,164000,US,FT
Data Engineer,SE,185900,US,FT
Data Engineer,SE,129300,US,FT
Data Engineer,SE,130000,US,FT
Data Engineer,SE,75000,US,FT
Data Science Manager,SE,175000,US,FT
Data Science Manager,SE,120000,US,FT
Data Engineer,SE,167500,US,FT
Data Engineer,SE,106500,US,FT
Data Analyst,MI,75000,US,FT
Data Analyst,MI,60000,US,FT
Applied Scientist,SE,184000,US,FT
Applied Scientist,SE,142000,US,FT
Data Scientist,MI,145000,US,FT
Data Scientist,MI,100000,US,FT
Data Scientist,MI,31795,IN,FT
NLP Engineer,MI,44365,PL,FT
Data Engineer,SE,175000,US,FT
Data Engineer,SE,120000,US,FT
Data Engineer,SE,175000,US,FT
Data Engineer,SE,120000,US,FT
Data Engineer,EX,200000,US,FT
Data Engineer,EX,145000,US,FT
Data Engineer,MI,92350,GB,FT
Data Engineer,MI,73880,GB,FT
Data Engineer,SE,145000,US,FT
Data Engineer,SE,100000,US,FT
Applied Scientist,SE,192000,US,FT
Applied Scientist,SE,164000,US,FT
Data Engineer,EX,310000,US,FT
Data Engineer,EX,239000,US,FT
Data Analyst,SE,120000,US,FT
Data Analyst,SE,95000,US,FT
Machine Learning Engineer,SE,145000,US,FT
Machine Learning Engineer,SE,135000,US,FT
Data Engineer,SE,100000,US,FT
Data Engineer,SE,78000,US,FT
Data Engineer,SE,73546,ES,FT
Data Engineer,SE,36773,ES,FT
Data Engineer,MI,160000,US,FT
Data Engineer,MI,120000,US,FT
Data Scientist,SE,190000,US,FT
Data Scientist,SE,150000,US,FT
Data Engineer,MI,35610,IN,FT
AI Scientist,SE,125000,CO,FT
Data Engineer,SE,120000,US,FT
Data Engineer,SE,95000,US,FT
Data Analyst,MI,150000,US,FT
Data Analyst,MI,100000,US,FT
Data Scientist,SE,47280,ES,FT
Data Scientist,SE,37824,ES,FT
Data Analyst,SE,115934,US,FT
Data Analyst,SE,81666,US,FT
Data Scientist,SE,175000,US,FT
Data Scientist,SE,140000,US,FT
Data Engineer,SE,120000,US,FT
Data Engineer,SE,95000,US,FT
Research Engineer,SE,249500,US,FT
Research Engineer,SE,149850,US,FT
Analytics Engineer,MI,122500,US,FT
Analytics Engineer,MI,100000,US,FT
Data Scientist,SE,249500,US,FT
Data Scientist,SE,149850,US,FT
Data Analyst,EN,55000,US,FT
Data Analyst,EN,48000,US,FT
Research Scientist,SE,249500,US,FT
Research Scientist,SE,149850,US,FT
Computer Vision Engineer,MI,58837,FR,FT
Data Engineer,SE,190000,US,FT
Data Engineer,SE,120000,US,FT
Data Analyst,SE,127000,US,FT
Data Analyst,SE,104000,US,FT
Data Scientist,SE,210000,US,FT
Data Scientist,SE,150000,US,FT
Machine Learning Engineer,SE,210000,US,FT
Machine Learning Engineer,SE,150000,US,FT
Data Engineer,SE,210000,US,FT
Data Engineer,SE,130000,US,FT
Data Scientist,SE,182750,US,FT
Data Scientist,SE,161500,US,FT
Data Analyst,MI,102640,US,FT
Data Analyst,MI,66100,US,FT
Research Scientist,SE,210000,US,FT
Research Scientist,SE,150000,US,FT
Data Engineer,SE,198800,US,FT
Data Engineer,SE,122600,US,FT
Data Engineer,MI,130000,US,FT
Data Engineer,MI,80000,US,FT
Data Scientist,SE,136000,US,FT
Data Scientist,SE,104000,US,FT
Data Analyst,SE,150000,US,FT
Data Analyst,SE,100000,US,FT
Data Engineer,EN,160000,US,FT
Data Engineer,EN,135000,US,FT
Data Engineer,SE,216000,US,FT
Data Engineer,SE,144000,US,FT
Data Scientist,EX,159000,US,FT
Data Scientist,EX,130000,US,FT
Data Analyst,SE,115934,US,FT
Data Analyst,SE,81666,US,FT
Data Engineer,SE,215000,US,FT
Data Engineer,SE,150000,US,FT
Machine Learning Engineer,SE,246000,US,FT
Machine Learning Engineer,SE,201000,US,FT
Data Engineer,MI,187000,US,FT
Data Engineer,MI,153000,US,FT
Machine Learning Engineer,SE,255000,MX,FT
Machine Learning Engineer,SE,185000,MX,FT
Data Analyst,MI,430967,GB,FT
Data Analyst,MI,55410,GB,FT
Data Analyst,SE,50432,ES,FT
Data Analyst,SE,39925,ES,FT
Data Analyst,SE,169000,US,FT
Data Analyst,SE,110600,US,FT
BI Data Analyst,EN,60938,DE,FT
BI Developer,SE,140000,US,FT
BI Developer,SE,120000,US,FT
Data Analyst,MI,75000,US,FT
Data Analyst,MI,60000,US,FT
Data Analyst,EN,50000,US,FT
MLOps Engineer,MI,134000,US,FT
MLOps Engineer,MI,124000,US,FT
Data Analyst,SE,166700,US,FT
Data Analyst,SE,119000,US,FT
Data Scientist,EN,124234,US,FT
Data Scientist,EN,74540,US,FT
Data Analyst,MI,100000,US,FT
Data Analyst,MI,65000,US,FT
Data Analyst,MI,16904,IN,FT
AI Scientist,EN,200000,CA,FT
Data Engineer,SE,220000,US,FT
Data Engineer,SE,146000,US,FT
Data Engineer,SE,68293,ES,FT
Data Engineer,SE,36773,ES,FT
Data Specialist,SE,110000,US,FT
Data Specialist,SE,70000,US,FT
Data Analyst,EN,50000,US,FT
Data Engineer,SE,120000,US,FT
Data Engineer,SE,95000,US,FT
Data Analyst,MI,150000,US,FT
Data Analyst,MI,100000,US,FT
Data Scientist,SE,47280,ES,FT
Data Scientist,SE,37824,ES,FT
Data Architect,SE,190000,US,FT
Data Architect,SE,135000,US,FT
Data Scientist,SE,128000,US,FT
Data Scientist,SE,81500,US,FT
Data Scientist,SE,173000,US,FT
Data Scientist,SE,110000,US,FT
Machine Learning Engineer,SE,192000,US,FT
Machine Learning Engineer,SE,120000,US,FT
Data Analyst,SE,115934,US,FT
Data Analyst,SE,81666,US,FT
Data Analyst,SE,120000,US,FT
Data Analyst,SE,95000,US,FT
Principal Machine Learning Engineer,SE,190000,US,FT
Data Engineer,SE,194000,US,FT
Data Engineer,SE,129400,US,FT
Data Analyst,SE,201000,US,FT
Data Analyst,SE,89200,US,FT
Data Scientist,SE,165000,US,FT
Data Scientist,SE,125000,US,FT
Applied Scientist,SE,230000,US,FT
Applied Scientist,SE,196000,US,FT
Machine Learning Engineer,MI,130000,US,FT
Machine Learning Engineer,MI,90000,US,FT
Machine Learning Researcher,MI,150000,US,FT
Machine Learning Researcher,MI,100000,US,FT
